Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
Honduras,58.5999984741211,58.7000007629394,58.2999992370606,57.7000007629394,,1,3.40000009536743,3.29999995231628,,,50.0999984741211,38,38.2000007629394,8.80000019073486,37.2000007629394,37.2000007629394,38.2999992370606,37,34.5999984741211,35.0999984741211,,,,,,39.2000007629394,,
"Hong Kong, China",1.39999997615814,1.29999995231628,1.29999995231628,1.20000004768372,1.20000004768372,1.60000002384186,1.60000002384186,1.5,1.29999995231628,1.10000002384186,0.89999997615814,0.80000001192093,0.69999998807907,0.60000002384186,0.60000002384186,0.60000002384186,0.40000000596046,0.30000001192093,0.30000001192093,0.30000001192093,0.30000001192093,0.20000000298023,,0.20000000298023,0.30000001192093,0.30000001192093,0.20000000298023,0.20000000298023
Hungary,22.1000003814697,21.2999992370605,22.2000007629395,22.2999992370605,22,21.2999992370605,20.3999996185303,19.7999992370605,19.2999992370605,18.7999992370605,18.2000007629395,16.1000003814697,11.3000001907349,9.10000038146973,8.69999980926514,8,8.30000019073486,7.90000009536743,7.69999980926514,7.19999980926514,6.69999980926514,6.30000019073486,6.30000019073486,5.5,5.30000019073486,5,4.90000009536743,4.69999980926514
Iceland,,,,,,,,,,,,10.1999998092651,10.8999996185303,9.5,8.69999980926514,9.89999961853027,9.19999980926514,8.5,8.80000019073486,9.19999980926514,8.30000019073486,7.5,7,7,6.40000009536743,6.80000019073486,5.90000009536743,5.90000009536743
Indonesia,56.4000015258789,,54.7000007629394,,,54.7000007629394,55.0999984741211,55,55.9000015258789,56.2000007629394,55.9000015258789,53.9000015258789,54.9000015258789,50.5999984741211,46.0999984741211,44,44,41.2000007629394,45,43.2000007629394,,43.7999992370606,44.2999992370606,46.2999992370606,43.2999992370606,44,44.5,
Iran,,,7,,,,,,,,,,,,,,23,,,,,,,,,24.8999996185303,,22.7999992370605
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,17,,,
Ireland,,,,16.8999996185303,16.5,15.6000003814697,15.6999998092651,15.3000001907349,15.3999996185303,15.1000003814697,15.1000003814697,13.6999998092651,13.5,12.6999998092651,12.1000003814697,11.6999998092651,10.6999998092651,10.3000001907349,9.10000038146973,8.60000038146973,7.90000009536743,7,6.90000009536743,6.40000009536743,6.40000009536743,5.90000009536743,5.69999980926514,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,1.39999997615814,,,,,1.89999997615814,
Israel,6.30000019073486,6,5.59999990463257,5.5,5.30000019073486,5.30000019073486,5.09999990463257,5.09999990463257,4.59999990463257,4.59999990463257,4.09999990463257,3.5,3.5,3.5,3.29999995231628,2.90000009536743,2.5,2.40000009536743,2.29999995231628,2.29999995231628,2.20000004768372,2,2,1.89999997615814,2,2,1.79999995231628,1.60000002384186
Italy,14,13.1999998092651,12.1999998092651,12.1999998092651,11.6999998092651,11,10.6999998092651,10.3000001907349,9.69999980926514,9.19999980926514,8.80000019073486,8.39999961853027,8.10000038146973,7.30000019073486,7.09999990463257,6.69999980926514,6.40000009536743,6.19999980926514,5.90000009536743,5.5,5.40000009536743,5.30000019073486,5.09999990463257,4.90000009536743,4.5,4.19999980926514,4.30000019073486,4
Jamaica,,,,,,,,,,,,,27.2999992370605,24.3999996185303,23.6000003814697,23.2000007629395,22.6000003814697,21.2000007629395,21,20.5,20.7999992370605,20.7000007629395,20.1000003814697,20.3999996185303,18.5,18.1000003814697,18.2000007629395,
Japan,10.3999996185303,10,9.69999980926514,9.30000019073486,8.89999961853027,8.80000019073486,8.5,8.30000019073486,7.90000009536743,7.59999990463257,7.19999980926514,6.69999980926514,6.40000009536743,5.90000009536743,5.80000019073486,5.69999980926514,5.5,5.30000019073486,5.30000019073486,5.19999980926514,5.09999990463257,4.90000009536743,4.69999980926514,4.59999990463257,4.5,4.40000009536743,4.30000019073486,4.19999980926514
Jordan,,,,6.69999980926514,,,5.5,6.59999990463257,,,,,,,,,,,,,4.90000009536743,4.09999990463257,3.90000009536743,3.59999990463257,,,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,26.7000007629395,,35.5,35.5,35.2999992370606,33.5,,,
Kiribati,,,,,,,,,,,,,,,,,,,,,2.79999995231628,,,,,,,
"Korea, Rep.",34,34.2000007629394,32.0999984741211,29.7000007629394,27.1000003814697,24.8999996185303,23.6000003814697,21.8999996185303,20.7000007629395,19.6000003814697,17.8999996185303,16.3999996185303,14,13.5,12.6000003814697,11.8000001907349,11.1000003814697,10.8000001907349,12,11.3000001907349,10.6000003814697,10,9.30000019073486,8.80000019073486,8.10000038146973,7.90000009536743,7.69999980926514,7.40000009536743
Kuwait,,,,0.60000002384186,,,,,1.29999995231628,,,,,,,2.09999990463257,,,,,,,,0,,,,
Kyrgyzstan,,,,,,,32.7000007629394,33.9000015258789,33.5999984741211,33.2000007629394,32.7000007629394,35.5,38.2000007629394,39,42,47.2000007629394,47.0999984741211,48.2999992370606,49,52.4000015258789,53.0999984741211,52.9000015258789,49.0999984741211,43.2000007629394,38.9000015258789,38.5,36.2999992370606,
Laos,,,,,,,,,,,,,,,,85.4000015258789,,,,,,,,,,,,
Latvia,,,,,,,,,,,,,,,,,17.2999992370605,21.5,19.1000003814697,16.6000003814697,14.5,15.1000003814697,15.3999996185303,13.8000001907349,13.1999998092651,12.1000003814697,11.1000003814697,9.89999961853027
Lesotho,,,,,,,,,,,,,,,,,22.7999992370605,56.5,,72.3000030517578,,,,,,,,
Libya,18.8999996185303,,,15.3000001907349,,16.7999992370605,19.7000007629395,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,20.7000007629395,19.2000007629395,19.2999992370605,18.7000007629395,17.2999992370605,17.7999992370605,17.8999996185303,15.8000001907349,14,12.3999996185303,10.3999996185303
Luxembourg,5.5,5.09999990463257,4.90000009536743,4.80000019073486,4.59999990463257,4.40000009536743,4.09999990463257,3.90000009536743,3.59999990463257,3.40000009536743,3.29999995231628,,,,,2.29999995231628,2.29999995231628,2.20000004768372,2.09999990463257,2,1.5,1.39999997615814,1.39999997615814,1.39999997615814,1.29999995231628,1.29999995231628,1.29999995231628,1.39999997615814
"Macao, China",,,,,,,,,,0.60000002384186,0.20000000298023,,0.20000000298023,0.20000000298023,0,0.20000000298023,0.20000000298023,0.20000000298023,0.20000000298023,0.10000000149012,0.20000000298023,0.10000000149012,0.10000000149012,0.30000001192093,0.30000001192093,0.10000000149012,0.20000000298023,0.10000000149012
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,78,,82,,
Malaysia,37.2000007629394,35.7000007629394,31.2000007629394,30.6000003814697,30.3999996185303,30.3999996185303,30.6000003814697,30.8999996185303,30.6000003814697,28.7000007629394,26,25.2999992370605,21.7999992370605,21.1000003814697,,20,19.3999996185303,17.2999992370605,18.7999992370605,18.3999996185303,18.3999996185303,15.1000003814697,14.8999996185303,14.3000001907349,14.6000003814697,14.6000003814697,14.6000003814697,14.8000001907349
Maldives,,,,,,,,,,,25.2000007629395,,,,,22.2000007629395,,,,,13.6999998092651,,,17.2999992370605,,,11.5,
Mali,,,,,,,,,,,,,,,,,,,,,,,,,41.5,,,
Malta,,,,,,,,,,,,,,,,,,,,,1.70000004768372,2.20000004768372,1.79999995231628,1.70000004768372,2.09999990463257,2,1.39999997615814,1.60000002384186
